"сумма док.,без НДС",% оплаты,"сумма оплачено,без НДС","сумма оплачено,с НДС ",дата докум.,Дата закр. Аванса,Дата постановки на оплату (аванс),"сумма док.,без НДС2","сумма док.,с НДС",дата докум.3,"сумма к оплате с учетом аванса,без НДС","сумма к оплате с учетом аванса,с НДС ",Дата постановки на оплату (оконч. платеж.),Контрагент
32859467.8343949,50.0,16429733.91719745,19387086.01229299,2018-01-22,2018-03-31 00:00:00,2018-02-14 00:00:00,31254954.84713376,36880846.71961783,2018-02-28 00:00:00,14825220.9299363,17493760.69732484,2018-03-21 00:00:00,2
6807038.216560509,50.0,3403519.108280255,4016152.5477707,2018-01-22,2018-03-31 00:00:00,2018-02-14 00:00:00,7874751.643312101,9292206.939108279,2018-02-28 00:00:00,4471232.535031847,5276054.391337579,2018-03-21 00:00:00,2
19800087.04458599,100.0,19800087.04458599,23364102.71261146,2018-01-17,2018-02-28 00:00:00,2018-02-14 00:00:00,48333321.01910828,57033318.80254777,2018-02-28 00:00:00,8733146.929936305,10305113.37732484,,4
19800087.04458599,100.0,19800087.04458599,23364102.71261146,2018-01-17,2018-02-28 00:00:00,2018-02-21 00:00:00,46511245.33757962,54883269.49834395,2018-03-15 00:00:00,6911071.248407647,8155064.073121026,2018-03-28 00:00:00,4
1008038.414012739,100.0,1008038.414012739,1189485.328535032,2018-02-12,2018-02-28 00:00:00,2018-02-21 00:00:00,1008038.414012739,1189485.328535032,2018-02-28 00:00:00,0.0,0.0,,5
910246.566878981,100.0,910246.566878981,1074090.948917198,2018-03-17,2018-04-30 00:00:00,2018-03-28 00:00:00,1264621.229299363,1492253.040573248,2018-03-31 00:00:00,354374.662420382,418162.0916560506,2018-04-25 00:00:00,3
1798858.770700637,50.0,899429.3853503184,1061326.674713376,2018-02-27,2018-04-30 00:00:00,2018-03-14 00:00:00,1499500.382165605,1769410.450955414,2018-03-31 00:00:00,600070.9968152868,708083.7762420382,2018-04-25 00:00:00,1
35535431.84713376,50.0,17767715.92356688,20965904.78980891,2018-02-21,2018-04-30 00:00:00,2018-03-14 00:00:00,36208743.07006369,42726316.82267515,2018-03-31 00:00:00,18441027.14649681,21760412.03286623,2018-04-18 00:00:00,2
7932611.464968152,50.0,3966305.732484076,4680240.764331209,2018-02-21,2018-04-30 00:00:00,2018-03-14 00:00:00,7983247.254777069,9420231.76063694,2018-03-31 00:00:00,4016941.522292993,4739990.996305731,2018-04-18 00:00:00,2
22496240.24203822,100.0,22496240.24203822,26545563.48560509,2018-02-28,2018-03-31 00:00:00,2018-03-14 00:00:00,52509564.33121019,61961285.91082802,2018-03-31 00:00:00,7517083.847133756,8870158.939617824,,4
22496240.24203822,100.0,22496240.24203822,26545563.48560509,2018-02-28,2018-03-31 00:00:00,2018-03-21 00:00:00,52709047.6433121,62196676.21910827,2018-04-16 00:00:00,7716567.159235664,9105549.247898083,2018-04-25 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-03-16,2018-03-31 00:00:00,2018-03-28 00:00:00,812313.178343949,958529.5504458598,2018-03-31 00:00:00,0.0,0.0,,5
842031.8662420382,100.0,842031.8662420383,993597.5921656052,2018-04-17,2018-05-31 00:00:00,2018-04-25 00:00:00,1188774.165605095,1402753.525414013,2018-04-30 00:00:00,346742.2993630571,409155.9332484074,2018-05-23 00:00:00,3
1855961.356687898,50.0,927980.6783439489,1095017.20044586,2018-03-27,2018-05-31 00:00:00,2018-04-11 00:00:00,1442623.732484076,1702296.00433121,2018-04-30 00:00:00,514643.0541401273,607278.81388535,2018-05-23 00:00:00,1
32779264.96815287,50.0,16389632.48407643,19339766.33121019,2018-03-21,2018-05-31 00:00:00,2018-04-11 00:00:00,34878003.9299363,41156044.63732484,2018-04-30 00:00:00,18488371.44585987,21816278.30611465,2018-05-23 00:00:00,2
10076560.50955414,50.0,5038280.25477707,5945170.700636943,2018-03-21,2018-05-31 00:00:00,2018-04-11 00:00:00,8674498.23566879,10235907.91808917,2018-04-30 00:00:00,3636217.980891719,4290737.217452229,2018-05-23 00:00:00,2
20456690.56050955,100.0,20456690.56050955,24138894.86140127,2018-03-15,2018-04-30 00:00:00,2018-04-11 00:00:00,49471231.84713376,58376053.57961783,2018-04-30 00:00:00,8557850.726114653,10098263.85681528,,4
20456690.56050955,100.0,20456690.56050955,24138894.86140127,2018-03-15,2018-04-30 00:00:00,2018-04-18 00:00:00,49779219.67515923,58739479.21668789,2018-05-15 00:00:00,8865838.554140128,10461689.49388534,2018-05-23 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-04-01,2018-04-30 00:00:00,2018-04-11 00:00:00,812313.178343949,958529.5504458598,2018-04-30 00:00:00,0.0,0.0,,5
885157.8917197451,100.0,885157.8917197452,1044486.312229299,2018-05-17,2018-06-30 00:00:00,2018-05-23 00:00:00,1214624.719745223,1433257.169299363,2018-05-31 00:00:00,329466.8280254777,388770.8570700636,2018-06-27 00:00:00,3
1834322.777070063,50.0,917161.3885350316,1082250.438471337,2018-04-27,2018-06-30 00:00:00,2018-05-10 00:00:00,1267414.789808917,1495549.451974522,2018-05-31 00:00:00,350253.4012738855,413299.0135031848,2018-06-27 00:00:00,1
33914673.88535032,50.0,16957336.94267516,20009657.59235669,2018-04-10,2018-06-30 00:00:00,2018-05-10 00:00:00,36589204.80891719,43175261.67452229,2018-05-31 00:00:00,19631867.86624204,23165604.0821656,2018-06-27 00:00:00,2
10290955.41401274,50.0,5145477.707006369,6071663.694267515,2018-04-10,2018-06-30 00:00:00,2018-05-10 00:00:00,11022476.1910828,13006521.90547771,2018-05-31 00:00:00,5876998.484076435,6934858.201210193,2018-06-27 00:00:00,2
21038160.31847133,100.0,21038160.31847133,24825029.17579617,2018-04-20,2018-05-31 00:00:00,2018-05-10 00:00:00,52776149.68152866,62275856.62420382,2018-05-31 00:00:00,10699829.04458599,12625798.27261147,,4
21038160.31847133,100.0,21038160.31847133,24825029.17579617,2018-04-20,2018-05-31 00:00:00,2018-05-16 00:00:00,51221912.06369426,60441856.23515923,2018-06-15 00:00:00,9145591.426751591,10791797.87356688,2018-06-27 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-05-03,2018-05-31 00:00:00,2018-05-16 00:00:00,812313.178343949,958529.5504458598,2018-05-31 00:00:00,0.0,0.0,,5
832141.9171974523,100.0,832141.9171974523,981927.4622929937,2018-06-17,2018-07-31 00:00:00,2018-06-27 00:00:00,1510071.343949044,1781884.185859872,2018-06-30 00:00:00,677929.4267515921,799956.7135668786,2018-07-25 00:00:00,3
1832350.063694268,50.0,916175.0318471337,1081086.537579618,2018-05-28,2018-07-31 00:00:00,2018-06-20 00:00:00,1232819.012738853,1454726.435031847,2018-06-30 00:00:00,316643.9808917198,373639.8974522294,2018-07-25 00:00:00,1
32717942.67515923,50.0,16358971.33757962,19303586.17834395,2018-05-18,2018-07-31 00:00:00,2018-06-13 00:00:00,32859973.92356688,38774769.22980891,2018-06-30 00:00:00,16501002.58598726,19471183.05146496,2018-07-18 00:00:00,2
9754968.152866242,50.0,4877484.076433121,5755431.210191083,2018-05-18,2018-07-31 00:00:00,2018-06-13 00:00:00,9883653.337579617,11662710.93834395,2018-06-30 00:00:00,5006169.261146496,5907279.728152865,2018-07-18 00:00:00,2
19739464.5477707,100.0,19739464.5477707,23292568.16636943,2018-05-15,2018-06-30 00:00:00,2018-06-13 00:00:00,48340232.48407643,57041474.33121019,2018-06-30 00:00:00,8861303.38853503,10456337.99847133,,4
19739464.5477707,100.0,19739464.5477707,23292568.16636943,2018-05-15,2018-06-30 00:00:00,2018-06-20 00:00:00,49009057.75159235,57830688.14687897,2018-07-16 00:00:00,9530128.65605095,11245551.81414012,2018-07-25 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-06-01,2018-06-30 00:00:00,2018-06-13 00:00:00,812313.178343949,958529.5504458598,2018-06-30 00:00:00,0.0,0.0,,5
850223.6751592356,100.0,850223.6751592356,1003263.936687898,2018-07-17,2018-08-31 00:00:00,2018-07-25 00:00:00,1767922.847133758,2086148.959617834,2018-07-31 00:00:00,917699.1719745224,1082885.022929936,2018-08-29 00:00:00,3
1755873.76433121,50.0,877936.8821656051,1035965.520955414,2018-06-28,2018-08-31 00:00:00,2018-07-11 00:00:00,1833744.719745223,2163818.769299363,2018-07-31 00:00:00,955807.8375796179,1127853.248343949,2018-08-22 00:00:00,1
36596498.72611465,50.0,18298249.36305732,21591934.24840764,2018-06-18,2018-08-31 00:00:00,2018-07-11 00:00:00,35867240.32484076,42323343.58331209,2018-07-31 00:00:00,17568990.96178344,20731409.33490445,2018-08-22 00:00:00,2
9429649.681528661,50.0,4714824.840764331,5563493.31210191,2018-06-18,2018-08-31 00:00:00,2018-07-11 00:00:00,10042840.03821656,11850551.24509554,2018-07-31 00:00:00,5328015.197452229,6287057.93299363,2018-08-22 00:00:00,2
19977211.51592356,100.0,19977211.51592356,23573109.5887898,2018-06-20,2018-07-31 00:00:00,2018-07-11 00:00:00,52137912.10191083,61522736.28025477,2018-07-31 00:00:00,12183489.0700637,14376517.10267517,,4
19977211.51592356,100.0,19977211.51592356,23573109.5887898,2018-06-20,2018-07-31 00:00:00,2018-07-18 00:00:00,57111984.0955414,67392141.23273885,2018-08-16 00:00:00,17157561.06369428,20245922.06515925,2018-08-22 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-07-01,2018-07-31 00:00:00,2018-07-11 00:00:00,0.0,0.0,,-812313.178343949,-958529.5504458598,,5
1056972.292993631,100.0,1056972.292993631,1247227.305732484,2018-08-17,2018-09-30 00:00:00,2018-08-29 00:00:00,1998434.968152866,2358153.272420382,2018-08-31 00:00:00,941462.6751592355,1110925.966687898,2018-09-26 00:00:00,3
1822661.72611465,50.0,911330.8630573249,1075370.418407643,2018-07-27,2018-09-30 00:00:00,2018-08-15 00:00:00,1547162.299363057,1825651.513248408,2018-08-31 00:00:00,635831.4363057325,750281.0948407643,2018-09-26 00:00:00,1
36555109.55414013,50.0,18277554.77707006,21567514.63694267,2018-07-19,2018-09-30 00:00:00,2018-08-15 00:00:00,36711998.93630573,43320158.73484077,2018-08-31 00:00:00,18434444.15923567,21752644.09789809,2018-09-19 00:00:00,2
9373184.713375796,50.0,4686592.356687898,5530178.980891719,2018-07-19,2018-09-30 00:00:00,2018-08-15 00:00:00,10217450.04458599,12056591.05261146,2018-08-31 00:00:00,5530857.68789809,6526412.071719745,2018-09-19 00:00:00,2
20749694.60509554,100.0,20749694.60509554,24484639.63401274,2018-07-20,2018-08-31 00:00:00,2018-08-08 00:00:00,56640312.10191082,66835568.28025477,2018-08-31 00:00:00,15140922.89171974,17866289.01222928,,4
20749694.60509554,100.0,20749694.60509554,24484639.63401274,2018-07-20,2018-08-31 00:00:00,2018-08-15 00:00:00,54829494.01273885,64698802.93503184,2018-09-17 00:00:00,13330104.80254776,15729523.65700636,2018-09-26 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-08-01,2018-08-31 00:00:00,2018-08-15 00:00:00,812313.178343949,958529.5504458598,2018-08-31 00:00:00,0.0,0.0,,5
1237569.560509554,100.0,1237569.560509554,1460332.081401274,2018-09-17,2018-10-31 00:00:00,2018-09-26 00:00:00,1444481.847133758,1704488.589617834,2018-09-30 00:00:00,206912.2866242039,244156.5082165606,2018-10-24 00:00:00,3
2271400.579617834,50.0,1135700.289808917,1340126.341974522,2018-08-27,2018-10-31 00:00:00,2018-09-12 00:00:00,1513150.324840764,1785517.383312101,2018-09-30 00:00:00,377450.035031847,445391.0413375795,2018-10-24 00:00:00,1
34335131.84713376,50.0,17167565.92356688,20257727.78980891,2018-08-10,2018-10-31 00:00:00,2018-09-12 00:00:00,35306829.18471337,41662058.43796177,2018-09-30 00:00:00,18139263.26114649,21404330.64815286,2018-10-17 00:00:00,2
10276624.20382166,50.0,5138312.101910828,6063208.280254777,2018-08-10,2018-10-31 00:00:00,2018-09-12 00:00:00,10435298.66878981,12313652.42917197,2018-09-30 00:00:00,5296986.56687898,6250444.148917195,2018-10-17 00:00:00,2
22748542.43312102,100.0,22748542.43312102,26843280.0710828,2018-08-23,2018-09-30 00:00:00,2018-09-12 00:00:00,52858050.95541401,62372500.12738853,2018-09-30 00:00:00,7360966.089171976,8685939.985222928,,4
22748542.43312102,100.0,22748542.43312102,26843280.0710828,2018-08-23,2018-09-30 00:00:00,2018-09-19 00:00:00,54956166.34394904,64848276.28585987,2018-10-15 00:00:00,9459081.477707006,11161716.14369427,2018-10-24 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-09-03,2018-09-30 00:00:00,2018-09-12 00:00:00,812313.178343949,958529.5504458598,2018-09-30 00:00:00,0.0,0.0,,5
1398889.095541401,100.0,1398889.095541401,1650689.132738853,2018-10-17,2018-11-30 00:00:00,2018-10-24 00:00:00,1635132.949044586,1929456.889872611,2018-10-31 00:00:00,236243.8535031849,278767.7571337582,2018-11-28 00:00:00,3
1903328.898089172,50.0,951664.449044586,1122964.049872611,2018-09-26,2018-11-30 00:00:00,2018-10-10 00:00:00,1586740.031847134,1872353.237579618,2018-10-31 00:00:00,635075.5828025477,749389.1877070062,2018-11-21 00:00:00,1
34699235.03184713,50.0,17349617.51592357,20472548.66878981,2018-09-19,2018-11-30 00:00:00,2018-10-10 00:00:00,39477174.6687898,46583066.10917196,2018-10-31 00:00:00,22127557.15286624,26110517.44038216,2018-11-21 00:00:00,2
10502484.07643312,50.0,5251242.03821656,6196465.605095541,2018-09-19,2018-11-30 00:00:00,2018-10-10 00:00:00,11195937.12738853,13211205.81031847,2018-10-31 00:00:00,5944695.089171973,7014740.205222927,2018-11-21 00:00:00,2
21619586.99363057,100.0,21619586.99363057,25511112.65248407,2018-09-24,2018-10-31 00:00:00,2018-10-10 00:00:00,62435817.8343949,73674265.04458597,2018-10-31 00:00:00,19196643.84713376,22652039.73961783,,4
21619586.99363057,100.0,21619586.99363057,25511112.65248407,2018-09-24,2018-10-31 00:00:00,2018-10-17 00:00:00,60237232.97452229,71079934.9099363,2018-11-15 00:00:00,16998058.98726115,20057709.60496815,2018-11-28 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-10-01,2018-10-31 00:00:00,2018-10-10 00:00:00,812313.178343949,958529.5504458598,2018-10-31 00:00:00,0.0,0.0,,5
1213383.636942675,100.0,1213383.636942675,1431792.681592357,2018-11-17,2018-12-31 00:00:00,2018-11-28 00:00:00,1796411.802547771,2119765.927006369,2018-11-30 00:00:00,583028.1656050954,687973.2454140123,2018-12-26 00:00:00,3
1880452.0,50.0,940226.0,1109466.68,2018-10-26,2018-12-31 00:00:00,2018-11-14 00:00:00,1556367.101910828,1836513.180254777,2018-11-30 00:00:00,616141.1019108279,727046.4902547768,2018-12-19 00:00:00,1
34632971.33757962,50.0,17316485.66878981,20433453.08917197,2018-10-18,2018-12-31 00:00:00,2018-11-14 00:00:00,39491751.95541401,46600267.31738853,2018-11-30 00:00:00,22175266.2866242,26166814.22821655,2018-12-19 00:00:00,2
10446019.10828025,50.0,5223009.554140127,6163151.27388535,2018-10-18,2018-12-31 00:00:00,2018-11-14 00:00:00,11223530.42675159,13243765.90356688,2018-11-30 00:00:00,6000520.872611464,7080614.629681527,2018-12-19 00:00:00,2
21701957.66878981,100.0,21701957.66878981,25608310.04917197,2018-10-24,2018-11-30 00:00:00,2018-11-14 00:00:00,59751673.88535032,70506975.18471336,2018-11-30 00:00:00,16347758.54777071,19290355.08636942,,4
21701957.66878981,100.0,21701957.66878981,25608310.04917197,2018-10-24,2018-11-30 00:00:00,2018-11-21 00:00:00,60846612.99363057,71799003.33248407,2018-12-14 00:00:00,17442697.65605096,20582383.22414012,2018-12-26 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-10-23,2018-11-30 00:00:00,2018-11-07 00:00:00,812313.178343949,958529.5504458598,2018-11-30 00:00:00,0.0,0.0,,5
1444481.853503185,100.0,1444481.853503185,1704488.587133758,2018-12-17,2019-01-31 00:00:00,2018-12-12 00:00:00,1628457.636942675,1921580.011592357,2018-12-31 00:00:00,183975.7834394907,217091.424458599,2019-01-30 00:00:00,3
1815638.127388535,50.0,907819.0636942674,1071226.495159236,2018-11-26,2019-01-31 00:00:00,2018-12-12 00:00:00,1770818.656050955,2089566.014140127,2018-12-31 00:00:00,862999.592356688,1018339.518980892,2019-01-23 00:00:00,1
37072665.60509554,50.0,18536332.80254777,21872872.70700637,2018-11-19,2019-01-31 00:00:00,2018-12-12 00:00:00,40374294.64968153,47641667.67662421,2018-12-31 00:00:00,21837961.84713376,25768794.96961784,2019-01-23 00:00:00,2
10276624.20382166,50.0,5138312.101910828,6063208.280254777,2018-11-19,2019-01-31 00:00:00,2018-12-12 00:00:00,11696062.03184713,13801353.19757962,2018-12-31 00:00:00,6557749.929936307,7738144.917324842,2019-01-23 00:00:00,2
22707723.18471337,100.0,22707723.18471337,26795113.35796178,2018-11-21,2018-12-31 00:00:00,2018-12-12 00:00:00,61913953.50318471,73058465.13375796,2018-12-31 00:00:00,16498507.13375797,19468238.4178344,,4
22707723.18471337,100.0,22707723.18471337,26795113.35796178,2018-11-21,2018-12-31 00:00:00,2018-12-19 00:00:00,63834688.28025477,75324932.17070062,2019-01-15 00:00:00,18419241.91082803,21734705.46477706,2019-01-23 00:00:00,4
812313.178343949,100.0,812313.178343949,958529.5504458598,2018-12-03,2018-12-31 00:00:00,2018-12-12 00:00:00,0.0,0.0,,-812313.178343949,-958529.5504458598,,5
1236650.522292994,100.0,1236650.522292994,1483980.636751592,2019-01-17,2019-02-28 00:00:00,2019-01-30 00:00:00,1359668.121019108,1631601.74522293,2019-01-31 00:00:00,123017.5987261147,125121.1084713377,2019-02-27 00:00:00,3
1859564.993630573,50.0,929782.4968152865,1115739.0,2018-12-28,2019-02-28 00:00:00,2019-01-16 00:00:00,1631185.547770701,1957422.657324841,2019-01-31 00:00:00,701403.0509554142,841683.6573248408,2019-02-27 00:00:00,1
38955152.86624204,50.0,19477576.43312102,23373091.71974522,2018-12-21,2019-02-28 00:00:00,2019-01-09 00:00:00,39122212.38853503,46946654.87624203,2019-01-31 00:00:00,19644635.95541401,23573563.15649681,2019-02-20 00:00:00,2
10333089.17197452,50.0,5166544.585987261,6199853.503184712,2018-12-21,2019-02-28 00:00:00,2019-01-09 00:00:00,9616553.01910828,11539863.62292994,2019-01-31 00:00:00,4450008.43312102,5340010.119745224,2019-02-20 00:00:00,2
23223038.47133758,100.0,23223038.47133758,27867646.16560509,2018-12-20,2019-01-31 00:00:00,2019-01-09 00:00:00,61855326.11464968,74226391.33757961,2019-01-31 00:00:00,15409249.17197452,18491099.00636942,,4
23223038.47133758,100.0,23223038.47133758,27867646.16560509,2018-12-20,2019-01-31 00:00:00,2019-01-16 00:00:00,59546704.82165604,71456045.78598724,2019-02-15 00:00:00,13100627.87898088,15720753.45477705,2019-02-27 00:00:00,4
849679.0636942674,100.0,849679.0636942674,1019614.876433121,,,2019-01-16 00:00:00,849679.0636942674,1019614.876433121,2019-01-31 00:00:00,0.0,0.0,,5
1120966.159235669,100.0,1120966.159235669,1345159.401082803,,,2019-02-27 00:00:00,1351591.127388535,1621909.352866242,2019-02-28 00:00:00,230624.968152866,276749.9517834391,2019-03-27 00:00:00,3
1880926.942675159,50.0,940463.4713375795,1128556.17,2019-01-31,2019-03-31 00:00:00,2019-02-13 00:00:00,1670637.121019108,2004764.545222929,2019-02-28 00:00:00,730173.6496815284,876208.3752229295,2019-03-20 00:00:00,1
35825821.65605095,50.0,17912910.82802548,21495492.99363057,2019-01-21,2019-03-31 00:00:00,2019-02-13 00:00:00,35439925.91719745,42527911.10063694,2019-02-28 00:00:00,17527015.08917198,21032418.10700637,2019-03-20 00:00:00,2
9454522.29299363,50.0,4727261.146496815,5672713.375796177,2019-01-21,2019-03-31 00:00:00,2019-02-13 00:00:00,8561549.261146497,10273859.1133758,2019-02-28 00:00:00,3834288.114649682,4601145.737579619,2019-03-20 00:00:00,2
22454094.47133758,100.0,22454094.47133758,26944913.36560509,2019-01-23,2019-02-28 00:00:00,2019-02-13 00:00:00,50228220.3821656,60273864.45859873,2019-02-28 00:00:00,5320031.439490445,6384037.727388538,,4
22454094.47133758,100.0,22454094.47133758,26944913.36560509,2019-01-23,2019-02-28 00:00:00,2019-02-20 00:00:00,52723693.10828026,63268431.7299363,2019-03-15 00:00:00,7815504.165605098,9378605.008726114,2019-03-27 00:00:00,4
849679.0636942674,100.0,849679.0636942674,1019614.876433121,2019-02-01,2019-02-28 00:00:00,2019-02-13 00:00:00,0.0,0.0,,-849679.0636942674,-1019614.876433121,,5
935842.7324840764,100.0,935842.7324840764,1123011.278980892,,,2019-03-27 00:00:00,1289113.757961784,1546936.51955414,2019-03-31 00:00:00,353271.0254777072,423925.2405732486,2019-04-24 00:00:00,3
1810451.108280255,50.0,905225.5541401273,1086270.66,2019-03-01,2019-04-30 00:00:00,2019-03-13 00:00:00,1543693.426751592,1852432.112101911,2019-03-31 00:00:00,638467.8726114652,766161.452101911,2019-04-24 00:00:00,1
38831698.08917198,50.0,19415849.04458599,23299018.85350319,2019-02-18,2019-04-30 00:00:00,2019-03-13 00:00:00,38314488.50318471,45977386.20382165,2019-03-31 00:00:00,18898639.45859873,22678367.35031847,2019-04-17 00:00:00,2
9014777.070063693,50.0,4507388.535031847,5408866.242038216,2019-02-18,2019-04-30 00:00:00,2019-03-13 00:00:00,10040183.77707006,12048220.53248408,2019-03-31 00:00:00,5532795.242038216,6639354.29044586,2019-04-17 00:00:00,2
22759197.55414012,100.0,22759197.55414012,27311037.06496815,2019-02-21,2019-03-31 00:00:00,2019-03-13 00:00:00,57086656.05095541,68503987.2611465,2019-03-31 00:00:00,11568260.94267517,13881913.1312102,,4
22759197.55414012,100.0,22759197.55414012,27311037.06496815,2019-02-21,2019-03-31 00:00:00,2019-03-13 00:00:00,56943363.18471338,68332035.82165605,2019-04-15 00:00:00,11424968.07643313,13709961.69171974,2019-04-24 00:00:00,4
849679.0636942674,100.0,849679.0636942674,1019614.876433121,2019-03-01,2019-03-31 00:00:00,2019-03-13 00:00:00,849679.0636942674,1019614.876433121,2019-03-31 00:00:00,0.0,0.0,,5
930365.974522293,100.0,930365.9745222928,1116439.169426751,2019-04-17,2019-05-31 00:00:00,2019-04-24 00:00:00,1166790.159235669,1400148.201082803,2019-04-30 00:00:00,236424.184713376,283709.0316560513,2019-05-22 00:00:00,3
1940391.789808917,50.0,970195.8949044585,1164235.07,2019-03-28,2019-05-31 00:00:00,2019-04-10 00:00:00,1300814.898089172,1560977.877707006,2019-04-30 00:00:00,330619.0031847133,396742.8077070061,2019-05-22 00:00:00,1
37458941.40127388,50.0,18729470.70063694,22475364.84076433,2019-03-20,2019-05-31 00:00:00,2019-04-10 00:00:00,35309074.25477707,42370889.09573248,2019-04-30 00:00:00,16579603.55414012,19895524.25496815,2019-05-22 00:00:00,2
9014777.070063693,50.0,4507388.535031847,5408866.242038216,2019-03-20,2019-05-31 00:00:00,2019-04-10 00:00:00,9878526.834394904,11854232.20127388,2019-04-30 00:00:00,5371138.299363057,6445365.959235669,2019-05-22 00:00:00,2
21822184.86624204,100.0,21822184.86624204,26186621.83949045,2019-03-20,2019-04-30 00:00:00,2019-04-10 00:00:00,50919011.46496815,61102813.75796178,2019-04-30 00:00:00,7274641.732484072,8729570.07898089,,4
21822184.86624204,100.0,21822184.86624204,26186621.83949045,2019-03-20,2019-04-30 00:00:00,2019-04-17 00:00:00,52124551.62420382,62549461.94904458,2019-05-15 00:00:00,8480181.891719736,10176218.27006368,2019-05-22 00:00:00,4
849679.0636942674,100.0,849679.0636942674,1019614.876433121,2019-04-01,2019-04-30 00:00:00,2019-04-10 00:00:00,849679.0636942674,1019614.876433121,2019-04-30 00:00:00,0.0,0.0,,5
887357.6560509554,100.0,887357.6560509555,1064829.197261147,2019-05-17,2019-06-30 00:00:00,2019-05-22 00:00:00,1765357.471337579,2118428.965605095,,877999.8152866239,1053599.778343949,2019-06-26 00:00:00,3
1882755.414012739,50.0,941377.7070063694,1129653.25,2019-04-29,2019-06-30 00:00:00,2019-05-15 00:00:00,1469365.566878981,1763238.680254777,,527987.8598726114,633585.4302547767,2019-06-26 00:00:00,1
36987500.63694268,50.0,18493750.31847134,22192500.38216561,2019-04-16,2019-06-30 00:00:00,2019-05-15 00:00:00,36338588.32484076,43606305.99980891,2019-05-31 00:00:00,17844838.00636942,21413805.6176433,2019-06-19 00:00:00,2
8849872.611464968,50.0,4424936.305732484,5309923.566878981,2019-04-16,2019-06-30 00:00:00,2019-05-15 00:00:00,10140156.55414013,12168187.86496815,2019-05-31 00:00:00,5715220.248407642,6858264.29808917,2019-06-19 00:00:00,2
21245955.46496815,100.0,21245955.46496815,25495146.55796178,2019-04-15,2019-05-31 00:00:00,2019-05-08 00:00:00,51896171.97452229,62275406.36942675,2019-05-31 00:00:00,9404261.044585988,11285113.25350318,,4
21245955.46496815,100.0,21245955.46496815,25495146.55796178,2019-04-15,2019-05-31 00:00:00,2019-05-15 00:00:00,53314160.08917198,63976992.10700637,2019-06-17 00:00:00,10822249.15923567,12986698.99108281,2019-06-26 00:00:00,4
849679.0636942674,100.0,849679.0636942674,1019614.876433121,2019-05-06,2019-05-31 00:00:00,2019-05-15 00:00:00,849679.0636942674,1019614.876433121,2019-05-31 00:00:00,0.0,0.0,,5
803052.3630573248,100.0,803052.3630573248,963662.8356687897,,2019-07-31 00:00:00,2019-06-26 00:00:00,2727274.929936306,3272729.915923567,2019-06-30 00:00:00,1924222.566878981,2309067.080254777,2019-07-24 00:00:00,3
1876929.732484076,50.0,938464.8662420383,1126157.84,,2019-07-31 00:00:00,2019-06-13 00:00:00,1636767.598726114,1964121.118471337,2019-06-30 00:00:00,698302.7324840762,837963.2784713372,2019-07-24 00:00:00,1
35897542.67515923,50.0,17948771.33757962,21538525.60509554,2019-05-13,2019-07-31 00:00:00,2019-06-13 00:00:00,36986006.23566879,44383207.48280254,2019-06-30 00:00:00,19037234.89808917,22844681.877707,2019-07-17 00:00:00,2
9564458.598726114,50.0,4782229.299363057,5738675.159235668,2019-05-13,2019-07-31 00:00:00,2019-06-13 00:00:00,9493961.942675158,11392754.33121019,2019-06-30 00:00:00,4711732.643312101,5654079.171974522,2019-07-17 00:00:00,2
20605937.57961783,100.0,20605937.57961783,24727125.0955414,2019-05-15,2019-06-30 00:00:00,2019-06-13 00:00:00,54236968.15286624,65084361.78343948,2019-06-30 00:00:00,13025092.99363057,15630111.59235669,,4
20605937.57961783,100.0,20605937.57961783,24727125.0955414,2019-05-15,2019-06-30 00:00:00,2019-06-19 00:00:00,53319550.84713376,63983461.0165605,2019-07-15 00:00:00,12107675.68789809,14529210.82547771,2019-07-24 00:00:00,4
849679.0636942674,100.0,849679.0636942674,1019614.876433121,2019-06-03,2019-06-30 00:00:00,2019-06-19 00:00:00,0.0,0.0,,-849679.0636942674,-1019614.876433121,,5
1215320.382165605,100.0,1215320.382165605,1458384.458598726,2019-07-10,2019-08-31 00:00:00,2019-07-24 00:00:00,2481130.541401274,2977356.649681529,2019-07-31 00:00:00,1265810.159235669,1518972.191082803,2019-08-28 00:00:00,3
2011282.089171974,50.0,1005641.044585987,1206769.25,2019-06-25,2019-08-31 00:00:00,2019-07-10 00:00:00,1461357.388535032,1753628.866242038,2019-07-31 00:00:00,455716.3439490446,546859.6162420381,2019-08-21 00:00:00,1
37710492.99363057,50.0,18855246.49681529,22626295.79617834,2019-06-14,2019-08-31 00:00:00,2019-07-10 00:00:00,35716190.66878981,42859428.80254778,2019-07-31 00:00:00,16860944.17197452,20233133.00636943,2019-08-21 00:00:00,2
